id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
4792,21119,"javax.print.PrintService.isAttributeValueSupported(javax.print.attribute.Attribute,javax.print.DocFlavor,javax.print.attribute.AttributeSet)",Determines whether a client can specify the given printing attribute value when setting up a job for this Print Service.,65,determine
4793,41919,android.icu.text.TimeZoneFormat.isFrozen(),Determines whether the object has been frozen or not.,65,determine
4794,7419,java.lang.Character.isDefined(int),Determines if a character (Unicode code point) is defined in Unicode.,65,determine
4795,7448,java.lang.Character.isUnicodeIdentifierPart(char),Determines if the specified character may be part of a Unicode identifier as other than the first character.,65,determine
4796,7434,java.lang.Character.isLetterOrDigit(char),Determines if the specified character is a letter or digit.,65,determine
4797,7455,java.lang.Character.isWhitespace(char),Determines if the specified character is white space according to Java.,65,determine
4798,14582,java.util.Calendar.isSet(int),"Determines if the given calendar field has a value set, including cases that the value has been set by internal fields calculations triggered by a get method call.",65,determine
4801,38102,"android.content.res.Configuration.needNewResources(int,int)",Determines if a new resource needs to be loaded from the bit set of configuration changes returned by updateFrom(Configuration).,65,determine
4802,21886,javax.security.sasl.SaslClient.hasInitialResponse(),Determines whether this mechanism has an optional initial response.,65,determine
4803,50856,android.util.ArrayMap.containsAll(java.util.Collection<?>),Determine if the array map contains all of the keys in the given collection.,65,determine
4805,7451,java.lang.Character.isUnicodeIdentifierStart(int),Determines if the specified character (Unicode code point) is permissible as the first character in a Unicode identifier.,65,determine
4807,51694,android.view.InputEvent.isFromSource(int),Determines whether the event is from the given source.,65,determine
4809,49675,android.test.mock.MockContext.checkSelfPermission(java.lang.String),Determine whether you have been granted a particular permission.,65,determine
4812,7421,java.lang.Character.isDigit(int),Determines if the specified character (Unicode code point) is a digit.,65,determine
4814,40901,android.icu.lang.UCharacter.isPrintable(int),[icu] Determines whether the specified code point is a printable character according to the Unicode standard.,65,determine
4815,40911,android.icu.lang.UCharacter.isUnicodeIdentifierPart(int),Determines if the specified code point may be any part of a Unicode identifier other than the starting character.,65,determine
4816,49024,android.telecom.RemoteConnection.isVoipAudioMode(),Determines if the audio mode of this RemoteConnection is VOIP.,65,determine
4817,7450,java.lang.Character.isUnicodeIdentifierStart(char),Determines if the specified character is permissible as the first character in a Unicode identifier.,65,determine
4819,3058,java.awt.Component.isVisible(),Determines whether this component should be visible when its parent is visible.,65,determine
4820,58849,"org.apache.http.params.HttpConnectionParams.setTcpNoDelay(org.apache.http.params.HttpParams,boolean)",Determines whether Nagle's algorithm is to be used.,65,determine
4821,20416,javax.naming.BinaryRefAddr.equals(java.lang.Object),Determines whether obj is equal to this address.,65,determine
4822,37168,android.content.Context.checkCallingOrSelfPermission(java.lang.String),Determine whether the calling process of an IPC or you have been granted a particular permission.,65,determine
4824,29504,javax.swing.text.html.HTMLWriter.isBlockTag(javax.swing.text.AttributeSet),Determines if the HTML.Tag associated with the element is a block tag.,65,determine
4825,37175,"android.content.Context.checkUriPermission(android.net.Uri,int,int,int)",Determine whether a particular process and user ID has been granted permission to access a specific URI.,65,determine
4826,17656,javax.accessibility.AccessibleComponent.isShowing(),Determines if the object is showing.,65,determine
4829,2924,java.awt.Color.equals(java.lang.Object),Determines whether another object is equal to this Color.,65,determine
4830,31791,org.ietf.jgss.GSSContext.isProtReady(),Determines if the context is ready for per message operations to be used over it.,65,determine
4831,40888,android.icu.lang.UCharacter.isDigit(int),Determines if a code point is a Java digit.,65,determine
4834,20757,javax.naming.ldap.LdapName.endsWith(java.util.List<javax.naming.ldap.Rdn>),Determines whether the specified RDN sequence forms a suffix of this LDAP name.,65,determine
4835,31951,org.omg.CORBA.Object._is_equivalent(org.omg.CORBA.Object),"Determines whether the two object references are equivalent, so far as the ORB can easily determine.",65,determine
4838,7531,java.lang.Class.isArray(),Determines if this Class object represents an array class.,65,determine
4839,18360,javax.imageio.ImageWriteParam.setTilingMode(int),"Determines whether the image will be tiled in the output stream and, if it will, how the tiling parameters will be determined.",65,determine
4841,40899,android.icu.lang.UCharacter.isLowerCase(int),Determines if the specified code point is a lowercase character.,65,determine
4843,20620,javax.naming.directory.BasicAttribute.equals(java.lang.Object),Determines whether obj is equal to this attribute.,65,determine
4845,20790,javax.naming.ldap.SortResponseControl.isSorted(),Determines if the search results have been successfully sorted.,65,determine
4846,5846,"java.awt.image.CropImageFilter.setPixels(int,int,int,int,java.awt.image.ColorModel,int[],int,int)",Determine if the delivered int pixels intersect the region to be extracted and pass through only that subset of pixels that appear in the output region.,65,determine
4847,20458,javax.naming.CompoundName.startsWith(javax.naming.Name),Determines whether a compound name is a prefix of this compound name.,65,determine
4848,25264,javax.swing.JTree.setInvokesStopCellEditing(boolean),"Determines what happens when editing is interrupted by selecting another node in the tree, a change in the tree's data, or by some other means.",65,determine
4849,6690,java.beans.beancontext.BeanContextSupport.contains(java.lang.Object),Determines whether or not the specified object is currently a child of this BeanContext.,65,determine
4850,20678,javax.naming.directory.SearchControls.getReturningObjFlag(),Determines whether objects will be returned as part of the result.,65,determine
4851,3764,java.awt.List.isIndexSelected(int),Determines if the specified item in this scrolling list is selected.,65,determine
4852,5948,java.awt.image.FilteredImageSource.isConsumer(java.awt.image.ImageConsumer),Determines whether an ImageConsumer is on the list of consumers currently interested in data for this image.,65,determine
4854,40469,android.hardware.SensorDirectChannel.isOpen(),Determine if a channel is still valid.,65,determine
4856,25540,javax.swing.SortingFocusTraversalPolicy.accept(java.awt.Component),Determines whether a Component is an acceptable choice as the new focus owner.,65,determine
4857,20430,javax.naming.CompositeName.endsWith(javax.naming.Name),Determines whether a composite name is a suffix of this composite name.,65,determine
4859,15122,java.util.ResourceBundle.containsKey(java.lang.String),Determines whether the given key is contained in this ResourceBundle or its parent bundles.,65,determine
4860,29967,javax.swing.tree.FixedHeightLayoutCache.setRootVisible(boolean),Determines whether or not the root node from the TreeModel is visible.,65,determine
4861,3911,java.awt.Point.equals(java.lang.Object),Determines whether or not two points are equal.,65,determine
4863,20766,javax.naming.ldap.LdapName.isEmpty(),Determines whether this LDAP name is empty.,65,determine
4866,24720,javax.swing.JSlider.setPaintLabels(boolean),Determines whether labels are painted on the slider.,65,determine
4868,35953,android.app.admin.DevicePolicyManager.isActivePasswordSufficient(),Determine whether the current password the user has set is sufficient to meet the policy requirements (e.g.,65,determine
4869,20448,javax.naming.CompoundName.endsWith(javax.naming.Name),Determines whether a compound name is a suffix of this compound name.,65,determine
4871,51543,android.view.ActionProvider.hasSubMenu(),Determines if this ActionProvider has a submenu associated with it.,65,determine
4872,7534,java.lang.Class.isInstance(java.lang.Object),Determines if the specified Object is assignment-compatible with the object represented by this Class.,65,determine
4874,21776,javax.security.auth.kerberos.KerberosKey.isDestroyed(),Determines if this key has been destroyed.,65,determine
4875,10485,"java.security.AlgorithmConstraints.permits(java.util.Set<java.security.CryptoPrimitive>,java.security.Key)",Determines whether a key is granted permission for the specified cryptographic primitives.,65,determine
4879,37172,"android.content.Context.checkPermission(java.lang.String,int,int)",Determine whether the given permission is allowed for a particular process and user ID running in the system.,65,determine
4884,54921,android.widget.FrameLayout.getMeasureAllChildren(),"Determines whether all children, or just those in the VISIBLE or INVISIBLE state, are considered when measuring.",65,determine
4885,17657,javax.accessibility.AccessibleComponent.isVisible(),Determines if the object is visible.,65,determine
4886,7432,java.lang.Character.isLetter(char),Determines if the specified character is a letter.,65,determine
4887,42210,android.icu.util.Calendar.isGregorianLeapYear(int),Determines if the given year is a leap year.,65,determine
4890,20770,javax.naming.ldap.LdapName.startsWith(java.util.List<javax.naming.ldap.Rdn>),Determines whether the specified RDN sequence forms a prefix of this LDAP name.,65,determine
4891,32317,org.omg.CORBA.portable.Delegate.non_existent(org.omg.CORBA.Object),Determines whether the server object for the object reference has been destroyed.,65,determine
4892,3057,java.awt.Component.isValid(),Determines whether this component is valid.,65,determine
4894,46049,android.os.Debug.isDebuggerConnected(),Determine if a debugger is currently attached.,65,determine
4895,20402,javax.naming.Name.endsWith(javax.naming.Name),Determines whether this name ends with a specified suffix.,65,determine
4896,26099,javax.swing.filechooser.FileSystemView.isRoot(java.io.File),Determines if the given file is a root in the navigable tree(s).,65,determine
4897,3043,java.awt.Component.isDisplayable(),Determines whether this component is displayable.,65,determine
4898,31781,org.ietf.jgss.GSSContext.getMutualAuthState(),Determines if mutual authentication is enabled on this context.,65,determine
4899,21702,javax.security.auth.Destroyable.isDestroyed(),Determine if this Object has been destroyed.,65,determine
4901,6405,java.beans.Visibility.avoidingGui(),Determines whether this bean is avoiding using a GUI.,65,determine
4902,28724,javax.swing.text.DefaultCaret.isActive(),Determines if the caret is currently active.,65,determine
4903,55713,android.widget.ShareActionProvider.hasSubMenu(),Determines if this ActionProvider has a submenu associated with it.,65,determine
4904,28579,javax.swing.text.AbstractWriter.inRange(javax.swing.text.Element),This method determines whether the current element is in the range specified.,65,determine
4905,28931,javax.swing.text.GlyphView.isSubscript(),Determine if the glyphs should be rendered as superscript.,65,determine
4906,5432,java.awt.geom.Rectangle2D.equals(java.lang.Object),Determines whether or not the specified Object is equal to this Rectangle2D.,65,determine
4907,2612,java.applet.AppletStub.isActive(),Determines if the applet is active.,65,determine
4908,5489,java.awt.geom.RectangularShape.isEmpty(),Determines whether the RectangularShape is empty.,65,determine
4909,6692,java.beans.beancontext.BeanContextSupport.containsKey(java.lang.Object),Determines whether or not the specified object is currently a child of this BeanContext.,65,determine
4910,31773,org.ietf.jgss.GSSContext.getConfState(),Determines if data confidentiality is available over the context.,65,determine
4911,40913,android.icu.lang.UCharacter.isUpperCase(int),Determines if the specified code point is an uppercase character.,65,determine
4913,7456,java.lang.Character.isWhitespace(int),Determines if the specified character (Unicode code point) is white space according to Java.,65,determine
4914,5591,java.awt.image.ImageProducer.isConsumer(java.awt.image.ImageConsumer),Determines if a specified ImageConsumer object is currently registered with this ImageProducer as one of its consumers.,65,determine
4916,46529,android.os.UserManager.isUserAGoat(),Used to determine whether the user making this call is subject to teleportations.,65,determine
4917,50888,android.util.ArraySet.containsAll(java.util.Collection<?>),Determine if the array set contains all of the values in the given collection.,65,determine
4919,5231,java.awt.geom.Ellipse2D.Float.isEmpty(),Determines whether the RectangularShape is empty.,65,determine
4920,3200,java.awt.ContainerOrderFocusTraversalPolicy.accept(java.awt.Component),Determines whether a Component is an acceptable choice as the new focus owner.,65,determine
4921,3045,java.awt.Component.isEnabled(),Determines whether this component is enabled.,65,determine
4922,49094,android.telecom.TelecomManager.isIncomingCallPermitted(android.telecom.PhoneAccountHandle),"Determines whether Telecom would permit an incoming call to be added via the addNewIncomingCall(PhoneAccountHandle, Bundle) API for the specified PhoneAccountHandle.",65,determine
4923,21802,javax.security.auth.kerberos.KerberosTicket.isInitial(),"Determines if this ticket was issued using the Kerberos AS-Exchange protocol, and not issued based on some ticket-granting ticket.",65,determine
4925,20410,javax.naming.Name.startsWith(javax.naming.Name),Determines whether this name starts with a specified prefix.,65,determine
4926,24899,javax.swing.JTable.getAutoCreateColumnsFromModel(),Determines whether the table will create default columns from the model.,65,determine
4928,29819,javax.swing.tree.DefaultMutableTreeNode.setAllowsChildren(boolean),Determines whether or not this node is allowed to have children.,65,determine
4930,51688,android.view.InputDevice.MotionRange.isFromSource(int),Determines whether the event is from the given source.,65,determine
4932,29052,javax.swing.text.LabelView.isSubscript(),Determines if the glyphs should be rendered as superscript.,65,determine
4934,8377,java.lang.invoke.MethodHandleProxies.isWrapperInstance(java.lang.Object),Determines if the given object was produced by a call to asInterfaceInstance.,65,determine
4935,37273,android.content.ContextWrapper.checkCallingPermission(java.lang.String),Determine whether the calling process of an IPC you are handling has been granted a particular permission.,65,determine
4936,39360,android.graphics.Paint.hasGlyph(java.lang.String),Determine whether the typeface set on the paint has a glyph supporting the string.,65,determine
4937,7427,java.lang.Character.isISOControl(int),Determines if the referenced character (Unicode code point) is an ISO control character.,65,determine
4938,28930,javax.swing.text.GlyphView.isStrikeThrough(),Determine if the glyphs should have a strikethrough line.,65,determine
4940,48954,android.telecom.PhoneAccount.supportsUriScheme(java.lang.String),Determines if the PhoneAccount supports calls to/from addresses with a specified URI scheme.,65,determine
4941,20455,javax.naming.CompoundName.isEmpty(),Determines whether this compound name is empty.,65,determine
4942,21799,javax.security.auth.kerberos.KerberosTicket.isDestroyed(),Determines if this ticket has been destroyed.,65,determine
4943,42470,android.icu.util.TimeZone.isFrozen(),Determines whether the object has been frozen or not.,65,determine
4947,28932,javax.swing.text.GlyphView.isSuperscript(),Determine if the glyphs should be rendered as subscript.,65,determine
4948,28425,javax.swing.text.Caret.isVisible(),Determines if the caret is currently visible.,65,determine
4949,7442,java.lang.Character.isSpaceChar(int),Determines if the specified character (Unicode code point) is a Unicode space character.,65,determine
4951,41597,android.icu.text.MessagePattern.isFrozen(),Determines whether this object is frozen (immutable) or not.,65,determine
4952,10503,java.security.AccessControlContext.checkPermission(java.security.Permission),"Determines whether the access request indicated by the specified permission should be allowed or denied, based on the security policy currently in effect, and the context in this object.",65,determine
4953,10484,"java.security.AlgorithmConstraints.permits(java.util.Set<java.security.CryptoPrimitive>,java.lang.String,java.security.AlgorithmParameters)",Determines whether an algorithm is granted permission for the specified cryptographic primitives.,65,determine
4954,37171,"android.content.Context.checkCallingUriPermission(android.net.Uri,int)",Determine whether the calling process and user ID has been granted permission to access a specific URI.,65,determine
4956,37170,android.content.Context.checkCallingPermission(java.lang.String),Determine whether the calling process of an IPC you are handling has been granted a particular permission.,65,determine
4957,20825,javax.naming.spi.NamingManager.hasInitialContextFactoryBuilder(),Determines whether an initial context factory builder has been set.,65,determine
4958,35955,"android.app.admin.DevicePolicyManager.isApplicationHidden(android.content.ComponentName,java.lang.String)",Determine if a package is hidden.,65,determine
4960,7438,java.lang.Character.isLowSurrogate(char),Determines if the given char value is a Unicode low-surrogate code unit (also known as trailing-surrogate code unit).,65,determine
4964,8350,java.lang.invoke.MethodHandleInfo.isVarArgs(),Determines if the underlying member was a variable arity method or constructor.,65,determine
4965,6301,java.awt.image.renderable.RenderableImageProducer.isConsumer(java.awt.image.ImageConsumer),Determine if an ImageConsumer is on the list of consumers currently interested in data for this image.,65,determine
4967,7422,java.lang.Character.isHighSurrogate(char),Determines if the given char value is a Unicode high-surrogate code unit (also known as leading-surrogate code unit).,65,determine
4968,40572,android.hardware.camera2.CaptureRequest.equals(java.lang.Object),Determine whether this CaptureRequest is equal to another CaptureRequest.,65,determine
4969,22085,javax.sound.midi.Sequencer.SyncMode.equals(java.lang.Object),Determines whether two objects are equal.,65,determine
4970,40577,android.hardware.camera2.CaptureRequest.isReprocess(),Determine if this is a reprocess capture request.,65,determine
4971,7418,java.lang.Character.isDefined(char),Determines if a character is defined in Unicode.,65,determine
4972,5542,java.awt.im.InputContext.isCompositionEnabled(),Determines whether the current input method is enabled for composition.,65,determine
4973,5454,java.awt.geom.Rectangle2D.Double.isEmpty(),Determines whether the RectangularShape is empty.,65,determine
4974,26109,javax.swing.plaf.ComboBoxUI.isFocusTraversable(javax.swing.JComboBox),Determine whether or not the combo box itself is traversable,65,determine
4975,40885,android.icu.lang.UCharacter.isBMP(int),[icu] Determines if the code point is in the BMP plane.,65,determine
4976,5215,java.awt.geom.Ellipse2D.equals(java.lang.Object),Determines whether or not the specified Object is equal to this Ellipse2D.,65,determine
4977,20505,javax.naming.RefAddr.equals(java.lang.Object),Determines whether obj is equal to this RefAddr.,65,determine
4981,23961,javax.swing.JFileChooser.setAcceptAllFileFilterUsed(boolean),Determines whether the AcceptAll FileFilter is used as an available choice in the choosable filter list.,65,determine
4982,7443,java.lang.Character.isSupplementaryCodePoint(int),Determines whether the specified character (Unicode code point) is in the supplementary character range.,65,determine
4983,6541,java.beans.PropertyEditorSupport.isPaintable(),Determines whether the class will honor the paintValue method.,65,determine
9961,53049,android.view.WindowManager.LayoutParams.mayUseInputMethod(int),"Given a particular set of window manager flags, determine whether such a window may be a target for an input method when it has focus.",65,determine
10040,30126,javax.tools.OptionChecker.isSupportedOption(java.lang.String),"Determines if the given option is supported and if so, the number of arguments the option takes.",65,determine
13975,29456,javax.swing.text.html.HTMLDocument.setPreservesUnknownTags(boolean),Determines how unknown tags are handled by the parser.,65,determine
14003,49807,"android.test.mock.MockPackageManager.checkSignatures(java.lang.String,java.lang.String)",Compare the signatures of two packages to determine if the same signature appears in both of them.,65,determine
14697,15145,"java.util.ResourceBundle.Control.needsReload(java.lang.String,java.util.Locale,java.lang.String,java.lang.ClassLoader,java.util.ResourceBundle,long)",Determines if the expired bundle in the cache needs to be reloaded based on the loading time given by loadTime or some other criteria.,65,determine
3726,47131,android.printservice.PrintJob.isCancelled(),Gets whether this print job is cancelled.,65,get
3752,47134,android.printservice.PrintJob.isQueued(),Gets whether this print job is queued.,65,get
3761,37918,android.content.pm.PackageManager.isInstantApp(),Gets whether this application is an instant app.,65,get
3854,55291,android.widget.NumberPicker.getWrapSelectorWheel(),Gets whether the selector wheel wraps when reaching the min/max value.,65,get
3915,53964,android.webkit.WebSettings.getBlockNetworkLoads(),Gets whether the WebView does not load any resources from the network.,65,get
3928,47107,android.printservice.PrinterDiscoverySession.isPrinterDiscoveryStarted(),Gets whether printer discovery is started.,65,get
3993,34932,android.app.Fragment.shouldShowRequestPermissionRationale(java.lang.String),Gets whether you should show UI with rationale for requesting a permission.,65,get
4007,53139,android.view.accessibility.AccessibilityNodeInfo.isCheckable(),Gets whether this node is checkable.,65,get
4012,53099,android.view.accessibility.AccessibilityNodeInfo.canOpenPopup(),Gets if this node opens a popup or a dialog.,65,get
4036,47061,android.print.PrintJob.isBlocked(),Gets whether this print job is blocked.,65,get
4045,35441,android.app.Notification.WearableExtender.getStartScrollBottom(),Get whether the scrolling position for the contents of this notification should start at the bottom of the contents instead of the top when the contents are too long to display within the screen.,65,get
4132,53828,android.webkit.CookieManager.allowFileSchemeCookies(),Gets whether the application's WebView instances send and accept cookies for file scheme URLs.,65,get
4166,53983,android.webkit.WebSettings.getMediaPlaybackRequiresUserGesture(),Gets whether the WebView requires a user gesture to play media.,65,get
4198,54053,android.webkit.WebView.canGoForward(),Gets whether this WebView has a forward history item.,65,get
4265,54038,android.webkit.WebSettings.supportMultipleWindows(),Gets whether the WebView supports multiple windows.,65,get
4273,53143,android.view.accessibility.AccessibilityNodeInfo.isContextClickable(),Gets whether this node is context clickable.,65,get
4297,47135,android.printservice.PrintJob.isStarted(),Gets whether this print job is started.,65,get
4334,51673,android.view.InputDevice.hasKeys(int...),Gets whether the device is capable of producing the list of keycodes.,65,get
4344,53816,android.webkit.WebResourceRequest.isRedirect(),Gets whether the request was a result of a server-side redirect.,65,get
4396,53961,android.webkit.WebSettings.getAllowFileAccessFromFileURLs(),Gets whether JavaScript running in the context of a file scheme URL can access content from other file scheme URLs.,65,get
4427,47130,android.printservice.PrintJob.isBlocked(),Gets whether this print job is blocked.,65,get
4470,47083,android.print.PrintJobInfo.hasAdvancedOption(java.lang.String),Gets whether this job has a given advanced (printer specific) print option.,65,get
4500,35428,android.app.Notification.WearableExtender.getContentIntentAvailableOffline(),Get whether the content intent is available when the wearable device is not connected to a companion device.,65,get
4506,53316,android.view.accessibility.AccessibilityWindowInfo.isFocused(),Gets if this window has input focus.,65,get
4647,53272,android.view.accessibility.AccessibilityRecord.isPassword(),Gets if the source is a password field.,65,get
3504,54649,android.widget.AutoCompleteTextView.isPerformingCompletion(),"Identifies whether the view is currently performing a text completion, so subclasses can decide whether to respond to text changed events.",65,identify
11914,45247,android.net.wifi.WifiConfiguration.isPasspoint(),Identify if this configuration represents a Passpoint network,65,identify
8876,54565,android.widget.AdapterViewAnimator.setAnimateFirstView(boolean),Indicates whether the current View should be animated the first time the ViewAnimation is displayed.,65,indicate
8877,30852,javax.xml.parsers.DocumentBuilderFactory.isNamespaceAware(),Indicates whether or not the factory is configured to produce parsers which are namespace aware.,65,indicate
8878,33148,org.omg.PortableInterceptor.RequestInfoOperations.response_expected(),Indicates whether a response is expected.,65,indicate
8881,52267,android.view.View.isPressed(),Indicates whether the view is currently in pressed state.,65,indicate
8882,3293,java.awt.FileDialog.getMode(),Indicates whether this file dialog box is for loading from a file or for saving to a file.,65,indicate
8883,9083,java.net.HttpCookie.setSecure(boolean),"Indicates whether the cookie should only be sent using a secure protocol, such as HTTPS or SSL.",65,indicate
8884,33463,org.w3c.dom.events.MouseEvent.getShiftKey(),Used to indicate whether the 'shift' key was depressed during the firing of the event.,65,indicate
8885,54439,android.widget.AbsListView.isInFilterMode(),Indicates whether this view is in filter mode.,65,indicate
8889,30853,javax.xml.parsers.DocumentBuilderFactory.isValidating(),Indicates whether or not the factory is configured to produce parsers which validate the XML content during parse.,65,indicate
8890,55911,android.widget.TableLayout.isStretchAllColumns(),Indicates whether all columns are stretchable or not.,65,indicate
8892,21560,javax.rmi.CORBA.ValueHandler.isCustomMarshaled(java.lang.Class),Indicates whether the given class performs custom or default marshaling.,65,indicate
8893,12165,java.sql.Timestamp.before(java.sql.Timestamp),Indicates whether this Timestamp object is earlier than the given Timestamp object.,65,indicate
8895,52276,android.view.View.isVerticalScrollBarEnabled(),Indicate whether the vertical scrollbar should be drawn or not.,65,indicate
8899,22112,javax.sound.midi.spi.MidiDeviceProvider.isDeviceSupported(javax.sound.midi.MidiDevice.Info),Indicates whether the device provider supports the device represented by the specified device info object.,65,indicate
8901,33441,org.w3c.dom.events.Event.getCancelable(),Used to indicate whether or not an event can have its default action prevented.,65,indicate
8902,22575,javax.sql.rowset.JoinRowSet.supportsInnerJoin(),Indicates if INNER_JOIN is supported by a JoinRowSet implementation,65,indicate
8903,22737,javax.sql.rowset.RowSetMetaDataImpl.isReadOnly(int),"Indicates whether the designated column is definitely not writable, thus readonly.",65,indicate
8907,39810,android.graphics.drawable.ColorDrawable.isStateful(),Indicates whether this drawable will change its appearance based on state.,65,indicate
8910,22298,javax.sound.sampled.Port.Info.isSource(),Indicates whether the port is a source or a target for its mixer.,65,indicate
8914,22146,javax.sound.sampled.DataLine.isRunning(),Indicates whether the line is running.,65,indicate
8917,11131,java.security.cert.X509CertSelector.getMatchAllSubjectAltNames(),Indicates if the X509Certificate must contain all or at least one of the subjectAlternativeNames specified in the setSubjectAlternativeNames or addSubjectAlternativeName methods.,65,indicate
8920,55161,android.widget.LinearLayout.isBaselineAligned(),Indicates whether widgets contained within this layout are aligned on their baseline or not.,65,indicate
8924,45758,android.nfc.tech.NfcV.isConnected(),Helper to indicate if I/O operations should be possible.,65,indicate
8925,34036,android.animation.Keyframe.hasValue(),Indicates whether this keyframe has a valid value.,65,indicate
8927,22239,"javax.sound.sampled.AudioSystem.isConversionSupported(javax.sound.sampled.AudioFormat,javax.sound.sampled.AudioFormat)",Indicates whether an audio input stream of a specified format can be obtained from an audio input stream of another specified format.,65,indicate
8930,49106,android.telecom.VideoProfile.isBidirectional(int),Indicates whether the video state is bi-directional.,65,indicate
8932,22741,javax.sql.rowset.RowSetMetaDataImpl.isWritable(int),Indicates whether it is possible for a write operation on the designated column to succeed.,65,indicate
8933,21978,javax.sound.midi.Sequencer.isRunning(),Indicates whether the Sequencer is currently running.,65,indicate
8934,46307,android.os.ParcelFileDescriptor.canDetectErrors(),Indicates if this ParcelFileDescriptor can communicate and detect remote errors/crashes.,65,indicate
8936,30872,javax.xml.parsers.SAXParser.isNamespaceAware(),Indicates whether or not this parser is configured to understand namespaces.,65,indicate
8937,52251,android.view.View.isHardwareAccelerated(),Indicates whether this view is attached to a hardware accelerated window or not.,65,indicate
8938,53433,android.view.animation.LayoutAnimationController.isDone(),Indicates whether the layout animation is over or not.,65,indicate
8939,39773,android.graphics.drawable.BitmapDrawable.isStateful(),Indicates whether this drawable will change its appearance based on state.,65,indicate
8942,30651,javax.xml.crypto.dsig.XMLSignatureFactory.isFeatureSupported(java.lang.String),Indicates whether a specified feature is supported.,65,indicate
8945,44867,android.net.NetworkInfo.isConnected(),Indicates whether network connectivity exists and it is possible to establish connections and pass data.,65,indicate
8946,11999,java.sql.ResultSetMetaData.isAutoIncrement(int),Indicates whether the designated column is automatically numbered.,65,indicate
8947,22196,javax.sound.sampled.AudioFormat.isBigEndian(),Indicates whether the audio data is stored in big-endian or little-endian byte order.,65,indicate
8949,33443,org.w3c.dom.events.Event.getEventPhase(),Used to indicate which phase of event flow is currently being evaluated.,65,indicate
8951,43147,android.media.AudioManager.isBluetoothScoAvailableOffCall(),Indicates if current platform supports use of SCO for off call use cases.,65,indicate
8952,10922,java.security.cert.CertPathChecker.isForwardCheckingSupported(),Indicates if forward checking is supported.,65,indicate
8953,29479,javax.swing.text.html.HTMLEditorKit.isAutoFormSubmission(),Indicates whether an html form submission is processed automatically or only FormSubmitEvent is fired.,65,indicate
8954,22738,javax.sql.rowset.RowSetMetaDataImpl.isSearchable(int),Indicates whether a value stored in the designated column can be used in a WHERE clause.,65,indicate
8955,54544,android.widget.AdapterView.canAnimate(),Indicates whether the view group has the ability to animate its children after the first layout.,65,indicate
8956,53353,android.view.animation.Animation.hasEnded(),Indicates whether this animation has ended or not.,65,indicate
8957,22241,"javax.sound.sampled.AudioSystem.isFileTypeSupported(javax.sound.sampled.AudioFileFormat.Type,javax.sound.sampled.AudioInputStream)",Indicates whether an audio file of the specified file type can be written from the indicated audio input stream.,65,indicate
8960,22329,"javax.sound.sampled.spi.FormatConversionProvider.isConversionSupported(javax.sound.sampled.AudioFormat,javax.sound.sampled.AudioFormat)",Indicates whether the format converter supports conversion to one particular format from another.,65,indicate
8961,37327,android.content.ContextWrapper.isRestricted(),Indicates whether this Context is restricted.,65,indicate
8962,55374,android.widget.PopupWindow.isOutsideTouchable(),Indicates whether the popup window will be informed of touch events outside of its window.,65,indicate
8964,54252,android.widget.ExpandableListAdapter.hasStableIds(),Indicates whether the child and group IDs are stable across changes to the underlying data.,65,indicate
8965,6418,java.beans.Beans.setDesignTime(boolean),Used to indicate whether of not we are running in an application builder environment.,65,indicate
8970,33458,org.w3c.dom.events.MouseEvent.getCtrlKey(),Used to indicate whether the 'ctrl' key was depressed during the firing of the event.,65,indicate
8971,30884,javax.xml.parsers.SAXParserFactory.isNamespaceAware(),Indicates whether or not the factory is configured to produce parsers which are namespace aware.,65,indicate
8972,53867,android.webkit.RenderProcessGoneDetail.didCrash(),"Indicates whether the render process was observed to crash, or whether it was killed by the system.",65,indicate
8976,3324,"java.awt.Font.canDisplayUpTo(char[],int,int)",Indicates whether or not this Font can display the characters in the specified text starting at start and ending at limit.,65,indicate
8977,55046,android.widget.HeaderViewListAdapter.hasStableIds(),Indicates whether the item ids are stable across changes to the underlying data.,65,indicate
8979,25718,"javax.swing.TransferHandler.canImport(javax.swing.JComponent,java.awt.datatransfer.DataFlavor[])",Indicates whether a component will accept an import of the given set of data flavors prior to actually attempting to import it.,65,indicate
8981,52252,android.view.View.isHorizontalFadingEdgeEnabled(),Indicate whether the horizontal edges are faded when the view is scrolled horizontally.,65,indicate
8984,45748,android.nfc.tech.NfcF.isConnected(),Helper to indicate if I/O operations should be possible.,65,indicate
8988,40187,android.graphics.drawable.ShapeDrawable.isStateful(),Indicates whether this drawable will change its appearance based on state.,65,indicate
8998,54805,android.widget.CursorAdapter.hasStableIds(),Indicates whether the item ids are stable across changes to the underlying data.,65,indicate
9000,37326,android.content.ContextWrapper.isDeviceProtectedStorage(),Indicates if the storage APIs of this Context are backed by device-protected storage.,65,indicate
9001,54267,android.widget.ListAdapter.areAllItemsEnabled(),Indicates whether all the items in this adapter are enabled.,65,indicate
9008,42825,android.location.Criteria.setSpeedRequired(boolean),Indicates whether the provider must provide speed information.,65,indicate
9009,39725,android.graphics.drawable.AnimatedVectorDrawable.isRunning(),Indicates whether the animation is running.,65,indicate
