sentence_id,doc_id,sentence_index,text,vote_type
81312,16132,0,Description copied from interface: AnnotatedElement,0
72961,12458,0,The lightest predefined weight.,1
100627,23038,0,Formats the given Date into a date/time string and appends the result to the given StringBuffer.,1
1562,84,0,Provides the definition of the monitor classes.,1
72433,12229,0,Tracking.,1
228004,77902,0,Adds a new JButton which dispatches the action.,1
227981,77888,0,"Creates a toggle button that has the specified text and image, and that is initially unselected.",1
427386,132169,1,This method differs from peek only in that it throws an exception if this deque is empty.,2
427385,132169,0,"Retrieves, but does not remove, the head of the queue represented by this deque (in other words, the first element of this deque).",1
427388,132169,3,Returns E the head of the queue represented by this deque,1
134673,36190,1,The driver converts this to an SQL DOUBLE value when it sends it to the database.,2
134672,36190,0,Sets the designated parameter to the given Java double value.,1
123354,31035,0,Visits a CLASS type element by calling defaultAction.,1
203856,66858,1,"Implemented by first checking interrupt status, then invoking at least once tryAcquireShared(long), returning on success.",2
203855,66858,0,"Acquires in shared mode, aborting if interrupted.",1
62372,8122,2,It may also contain a string describing the exception.,1
72055,12039,0,Constant for the Japanese-Katakana function key.,1
62370,8122,0,"This exception is raised if a client attempts to retrieve the result of a deferred synchronous call, but the response for the request is not yet available.",2
62371,8122,1,"It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.",1
134317,36098,0,Indicates if RIGHT_OUTER_JOIN is supported by a JoinRowSet implementation,1
63067,8338,0,org/omg/PortableInterceptor/HOLDING.java .,0
49259,6172,0,"A simple container class to aggregate an image, a set of thumbnail (preview) images, and an object representing metadata associated with the image.",1
7346,489,0,"MouseInfo provides methods for getting information about the mouse, such as mouse pointer location and the number of mouse buttons.",1
49435,6195,14,Default tables are included in the default IIOMetadata objects returned by the writer.,2
49436,6195,15,"If the metadata does contain tables, the tables given in a JPEGImageWriteParam are ignored.",2
49437,6195,16,"Furthermore, once a set of tables has been written, only tables in the metadata can override them for subsequent writes, whether to the same stream or a different one.",2
49438,6195,17,"In order to specify new tables using this class, the reset method of the writer must be called.",2
49431,6195,10,This class is necessary for specifying tables when an abbreviated stream must be written without writing any tables to a stream first.,2
49432,6195,11,"In order to use this class, the metadata object passed into the writer must contain no tables, and no stream metadata must be provided.",2
232077,80034,0,Component that we're going to be drawing into.,1
72812,12417,15,"The other group, the 'secondary' group, consists of all other defined attributes, with the exception of FONT itself.",2
49439,6195,18,"For more information about the operation of the built-in JPEG plug-ins, see the JPEG metadata format specification and usage notes.",0
63065,8337,0,org/omg/PortableInterceptor/DISCARDING.java .,0
100706,23093,1,Clocks should override this method to compare equals based on their state and to meet the contract of Object.equals(java.lang.Object).,2
100705,23093,0,Checks if this clock is equal to another clock.,1
21629,2244,0,"Represents a method, constructor, or initializer (static or instance) of a class or interface, including annotation type elements.",1
227758,77785,4,This index is in terms of the view.,1
427377,132166,0,Removes all of the elements from this deque.,1
7227,477,0,A type-safe enumeration of possible multiple copy handling states.,1
227759,77785,5,"-1 indicates that the drop occurred over empty space, and no column could be calculated.",2
227756,77785,2,If that method returns true this value indicates the index where a new column should be inserted.,2
227757,77785,3,"Otherwise, it represents the value of an existing column on which the data was dropped.",2
62481,8161,0,The common base class for all stub classes; provides default implementations of the org.omg.CORBA.Object methods.,1
227754,77785,0,Returns the column index where a dropped item should be placed in the table.,1
93451,20010,0,Compares two command environments for content equality.,1
224156,76069,0,Sets the Action for the ActionEvent source.,1
224157,76069,1,The new Action replaces any previously set Action but does not affect ActionListeners independently added with addActionListener.,1
224158,76069,2,"If the Action is already a registered ActionListener for the ActionEvent source, it is not re-registered.",2
224159,76069,3,Setting the Action results in immediately changing all the properties described in Swing Components Supporting Action.,2
224160,76069,4,"Subsequently, the combobox's properties are automatically updated as the Action's properties change.",2
224161,76069,5,This method uses three other methods to set and help track the Action's property values.,2
224162,76069,6,It uses the configurePropertiesFromAction method to immediately change the combobox's properties.,2
224163,76069,7,"To track changes in the Action's property values, this method registers the PropertyChangeListener returned by createActionPropertyChangeListener.",2
203672,66788,0,Atomically increments by one the current value of the field of the given object managed by this updater.,1
123479,31121,0,Constructor for concrete subclasses to call; uses null for the default value.,1
72611,12322,0,Aligns origin of graphic to roman baseline of line.,1
35528,4444,3,A ServantManager object must be local to the process containing the POA objects it is registered with.,2
35527,4444,2,ServantManagers can either be ServantActivators or ServantLocators.,2
35526,4444,1,"A servant manager is registered with a POA as a callback object, to be invoked by the POA when necessary.",2
35525,4444,0,A servant manager supplies a POA with the ability to activate objects on demand when the POA receives a request targeted at an inactive object.,1
13772,1409,0,A transparent stream that updates the associated message digest using the bits going through the stream.,1
13775,1409,3,"When it is on, a call to one of the read methods results in an update on the message digest.",2
3558,219,0,Provides classes and interfaces relating to bean context.,1
3559,219,1,A bean context is a container for beans and defines the execution environment for the beans it contains.,1
3561,219,3,This package also contains events and listener interface for beans being added and removed from a bean context.,1
72045,12030,0,Constant for the F7 function key.,1
134002,36012,0,Constructs a RowSetEvent object initialized with the given RowSet object.,1
134311,36093,0,Allow the application to adjust the type of JOIN imposed on tables contained within the JoinRowSet object instance.,1
7245,480,0,A Label object is a component for placing text in a container.,1
69904,11005,0,Gets the minimum dimensions for this text field.,1
21943,2296,6,"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit"".",2
228054,77930,0,Returns the maximum size for the separator.,1
81210,16081,0,"Constant for the ""Spacing Modifier Letters"" Unicode character block.",1
303547,100047,0,This function throws CursorIndexOutOfBoundsException if the cursor position is out of bounds.,2
3391,202,34,"xml-1.1 read-only not applicable Returns ""true"" if the parser supports both XML 1.1 and XML 1.0.",2
3392,202,35,"Returns ""false"" if the parser supports only XML 1.0.",2
1594,84,32,A notification is sent when the attribute exceeds its threshold.,2
232270,80173,0,Description copied from class: AbstractBorder,1
1601,84,39,"When an observed attribute crosses the high threshold, if the notify high flag is true, then a notification is sent.",2
72419,12222,0,Naming table.,1
93463,20019,0,Activate the object for this id.,1
100661,23061,0,Implements CharacterIterator.previous() for String.,1
72099,12071,0,Returns an extended key code for a unicode character.,1
65148,9014,1,In the default sRGB space.,0
65147,9014,0,The color pink.,1
63324,8419,0,When the POA has the NON_RETAIN policy it uses servant managers that are ServantLocators.,1
232215,80132,0,Returns the menu text font.,2
232216,80132,1,"This returns Dialog, 12pt.",1
232217,80132,2,"If plain fonts have been enabled as described in font style, the font style is plain.",2
232218,80132,3,Otherwise the font style is bold.,2
203702,66810,0,"Creates a new AtomicReferenceArray of the given length, with all elements initially null.",1
6763,441,0,The ComponentOrientation class encapsulates the language-sensitive orientation that is to be used to order the elements of a component or of text.,1
223,19,69,Is the ability to redefine classes needed by this agent.,0
214,19,60,Paths are searched in the order listed.,0
219,19,65,Malformed and non-existent paths are ignored.,0
123404,31073,0,Visits a boolean value in an annotation.,1
80242,15562,0,Returns an estimate of the number of bytes that can be read (or skipped over) from the current underlying input stream without blocking by the next invocation of a method for the current underlying input stream.,1
6831,449,0,The Dimension class encapsulates the width and height of a component (in integer precision) in a single object.,1
6834,449,3,Normally the values of width and height are non-negative integers.,2
6833,449,2,Several methods defined by the Component class and the LayoutManager interface return a Dimension object.,2
6835,449,4,The constructors that allow you to create a dimension do not prevent you from setting a negative value for these properties.,2
21800,2283,6,Note that adding a default implementation of a new visit method in a visitor class will occur instead of adding a default method directly in the visitor interface since a Java SE 8 language feature cannot be used to this version of the API since this version is required to be runnable on Java SE 7 implementations.,2
65252,9054,3,The returned string might be empty but cannot be null.,2
65250,9054,1,This method is intended to be used only for debugging purposes.,2
65249,9054,0,Returns a string representation of this Color.,1
72114,12076,0,"Returns a String describing the keyCode, such as ""HOME"", ""F1"" or ""A"".",1
49216,6164,0,"This class specifies the set of parameters used with password-based encryption (PBE), as defined in the PKCS #5 standard.",1
70163,11099,3,"Note: event listener use is not recommended for normal application use, but are intended solely to support special purpose facilities including support for accessibility, event record/playback, and diagnostic tracing.",2
70309,11146,2,"If this method returns true, then isFocusableWindow may return true or false depending upon the other requirements which must be met in order for a Window to be focusable.",2
62609,8215,0,org/omg/CosNaming/NamingContextPackage/NotEmptyHolder.java .,0
22282,2324,0,Represents attributes used as arguments to relational constraints.,1
123317,31005,0,Constructor for concrete subclasses to call.,1
224290,76126,0,Returns the current height of this component.,1
224291,76126,1,"This method is preferable to writing component.getBounds().height, or component.getSize().height because it doesn't cause any heap allocations.",2
70164,11099,4,"If listener is null, no exception is thrown and no action is performed.",2
72656,12345,0,Constructs a LineBreakMeasurer for the specified text.,1
7224,474,0,A type-safe enumeration of possible default selection states.,1
70000,11045,0,Creates an image with the specified image producer.,1
72704,12378,0,Identifies the MALAYALAM range and decimal base.,1
70244,11127,5,Setting the same popup on multiple TrayIcons will cause an IllegalArgumentException.,2
70245,11127,6,Note: Some platforms may not support showing the user-specified popup menu component when the user right-clicks the tray icon.,2
70239,11127,0,Sets the popup menu for this TrayIcon.,1
70241,11127,2,Note that this popup must not be added to any parent before or after it is set on the tray icon.,2
49334,6181,0,An interface used by ImageReader implementations to notify callers of their image and thumbnail reading methods of progress.,1
134555,36167,1,The driver converts this to an SQL BIT or BOOLEAN value when it sends it to the database.,2
134554,36167,0,Sets the designated parameter to the given Java boolean value.,1
81316,16135,0,Returns an array containing Class objects representing all the public classes and interfaces that are members of the class represented by this Class object.,1
81318,16135,2,This method returns an array of length 0 if this Class object has no public member classes or interfaces.,2
81319,16135,3,"This method also returns an array of length 0 if this Class object represents a primitive type, an array class, or void.",2
100763,23103,10,"The returned implementation is immutable, thread-safe and Serializable providing that the base clock is.",2
65442,9134,0,Returns an array of all the input method listeners registered on this component.,1
5698,337,0,"Provides the API that defines the contract between the transaction manager and the resource manager, which allows the transaction manager to enlist and delist resource objects (supplied by the resource manager driver) in JTA transactions.",1
11015,1021,1,"Method types must be properly matched between a method handle and all its callers, and the JVM's operations enforce this matching at, specifically during calls to MethodHandle.invokeExact and MethodHandle.invoke, and during execution of invokedynamic instructions.",2
11014,1021,0,"A method type represents the arguments and return type accepted and returned by a method handle, or the arguments and return type passed and expected by a method handle caller.",1
232232,80139,1,"This returns a color with rgb values 204, 204, and 204, respectively.",1
232231,80139,0,Returns the secondary 3 color.,2
72893,12436,0,Attribute key for strikethrough.,1
70009,11052,0,Creates this toolkit's implementation of MenuItem using the specified peer interface.,1
72256,12145,0,Returns a parameter string identifying this text event.,1
123360,31038,2,The element argument has kind TYPE_PARAMETER.,2
123358,31038,0,Visits a type parameter element.,1
49197,6160,0,Specifies the set of parameters required by a Cipher using the Galois/Counter Mode (GCM) mode.,1
111822,26005,4,and returning (int)(seed >>> (48 - bits)).,2
111820,26005,2,"The general contract of next is that it returns an int value and if the argument bits is between 1 and 32 (inclusive), then that many low-order bits of the returned value will be (approximately) independently chosen bit values, each of which is (approximately) equally likely to be 0 or 1.",2
232431,80277,0,Returns the sytem text font of the current theme.,1
111818,26005,0,Generates the next pseudorandom number.,1
48293,6016,4,Instead they are created by the security policy code based on reading the security policy file.,1
48289,6016,0,The permission which the SecurityManager will check when code that is running with a SecurityManager calls one of the logging control methods (such as Logger.setLevel).,1
48290,6016,1,Currently there is only one named LoggingPermission.,0
48291,6016,2,"This is ""control"" and it grants the ability to control the logging configuration, for example by adding or removing Handlers, by adding or removing Filters, or by changing logging levels.",1
203529,66669,0,"Equivalent to SECONDS.convert(duration, this).",0
228070,77942,0,Returns a string representation of this JToolTip.,1
70352,11165,0,Returns an array of all the window listeners registered on this window.,1
232157,80094,1,"The receiver should NOT modify clipBounds, or insets.",2
232156,80094,0,Paints the horizontal part of the leg.,1
5725,342,0,JAXB Provider Use Only: Provides partial default implementations for some of the javax.xml.bind interfaces.,1
72711,12385,0,Identifies the TIBETAN range and decimal base.,1
13989,1435,9,"Once a Policy instance has been installed (either by default, or by calling setPolicy), the Java runtime invokes its implies method when it needs to determine whether executing code (encapsulated in a ProtectionDomain) can perform SecurityManager-protected operations.",2
111819,26005,1,"Subclasses should override this, as this is used by all other methods.",2
134026,36018,16,"If it is set to true, all updates in the synchronization are committed to the data source.",2
134027,36018,17,"Otherwise, the application must explicity call the commit() or rollback() methods as appropriate.",2
134024,36018,14,"This method may be called immediately after the methods updateRow, insertRow, or deleteRow have been called, but it is more efficient to call it only once after all changes have been made so that only one connection needs to be established.",2
134025,36018,15,Note: The acceptChanges() method will determine if the COMMIT_ON_ACCEPT_CHANGES is set to true or not.,2
134022,36018,12,Some provider implementations may use locks to ensure that there are no conflicts.,2
134023,36018,13,"In such cases, it is guaranteed that the writer will succeed in writing changes to the data source when the method acceptChanges is called.",2
134020,36018,10,"After all conflicts have been resolved, an application must call the acceptChanges method again to write resolved values to the data source.",2
134021,36018,11,"If all of the values in the data source are already the values to be persisted, the method acceptChanges does nothing.",2
123482,31124,0,Visits a NONE pseudo-type by calling defaultAction.,1
34278,4063,2,"PARAM_OUT - Represents an ""out"" parameter.",2
34279,4063,3,"PARAM_INOUT - Represents an ""inout"" parameter.",2
34276,4063,0,Enumeration of parameter modes for Parameter.,1
134619,36178,2,"When the setCharacterStream method is used, the driver may have to do extra work to determine whether the parameter data should be sent to the server as a LONGVARCHAR or a CLOB Note: Consult your JDBC driver documentation to determine if it might be more efficient to use a version of setClob which takes a length parameter.",2
11433,1061,0,InvocationHandler is the interface implemented by the invocation handler of a proxy instance.,1
227746,77781,2,"Application code will not use these methods explicitly, they are used internally by JTable.",2
224212,76088,0,"The comment to display when the cursor is over the component, also known as a ""value tip"", ""flyover help"", or ""flyover label"".",1
227747,77781,3,"Note that as of 1.3, this method clears the selection, if any.",2
70307,11146,0,Returns whether this Window can become the focused Window if it meets the other requirements outlined in isFocusableWindow.,1
72036,12021,0,Constant for the F20 function key.,1
227744,77781,0,Invoked when this table's TableModel generates a TableModelEvent.,1
227745,77781,1,The TableModelEvent should be constructed in the coordinate system of the model; the appropriate mapping to the view coordinate system is performed by this JTable when it receives the event.,2
4336,263,2,"Unless otherwise specified, methods in this package will throw a NullPointerException if given a null argument.",2
4335,263,1,"Unless otherwise specified in a particular implementation, the collections returned by methods in this package should be expected to be unmodifiable by the caller and unsafe for concurrent access.",2
4334,263,0,Facilities for declaring annotation processors and for allowing annotation processors to communicate with an annotation processing tool environment.,1
81184,16055,0,"Constant for the ""Ogham"" Unicode character block.",1
6682,432,0,This class creates a labeled button.,1
11078,1025,0,A VolatileCallSite is a CallSite whose target acts like a volatile variable.,1
30306,3355,3,Warning: Serialized objects of this class will not be compatible with future Swing releases.,2
30304,3355,1,"The primary look and feel is called the default look and feel, and the other look and feels are called auxiliary.",1
30303,3355,0,A multiplexing look and feel that allows more than one UI to be associated with a component at the same time.,1
21547,2228,0,A class representing a mutable reference to an array of bytes and an offset and length within that array.,1
3579,223,0,Provides services that allow Java programming language agents to instrument programs running on the JVM.,1
562,34,4,"When such an object is invoked, its arguments are ``marshalled'' and sent from the local virtual machine to the remote one, where the arguments are ``unmarshalled.''",2
563,34,5,"When the method terminates, the results are marshalled from the remote machine and sent to the caller's virtual machine.",2
564,34,6,"If the method invocation results in an exception being thrown, the exception is indicated to caller.",2
1327,66,2,"Unless otherwise specified, methods in this package will throw a NullPointerException if given a null argument.",2
558,34,0,Provides the RMI package.,1
559,34,1,RMI is Remote Method Invocation.,1
561,34,3,Any object that can be invoked this way must implement the Remote interface.,2
100797,23110,2,"If the objects are of different types, then the duration is calculated based on the type of the first object.",2
134635,36184,1,The name must have been bound to a DataSource object in a JNDI naming service so that an application can do a lookup using that name to retrieve the DataSource object bound to it.,2
232433,80278,0,Returns the text highlight color of the current theme.,1
228057,77933,0,Returns the size of the separator,1
5736,346,0,Classes for generating and validating XML digital signatures.,1
134777,36215,3,"Note: To be portable, applications must give the SQL type code and the fully qualified SQL type name when specifying a NULL user-defined or REF parameter.",2
224198,76081,0,Selects the item at index anIndex.,1
134774,36215,0,Sets the designated parameter to SQL NULL.,1
134781,36215,7,"If the parameter does not have a user-defined or REF type, the given typeName parameter is ignored.",2
134779,36215,5,"For a REF parameter, the name is the type name of the referenced type.",2
134778,36215,4,"In the case of a user-defined type, the name is the type name of the parameter itself.",2
72041,12026,0,Constant for the F3 function key.,1
134783,36215,9,Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.,2
134782,36215,8,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
227859,77830,1,This method is invoked from the PropertyChangeListener returned from createActionPropertyChangeListener.,2
227858,77830,0,Updates the textfield's state in response to property changes in associated action.,1
227861,77830,3,Subclasses that support additional Action properties should override this and configurePropertiesFromAction.,2
55934,7009,3,"Refer to Swing Components Supporting Action for more details, and you can find more information in How to Use Actions, a section in The Java Tutorial.",0
227964,77877,0,Associates the editor with a text document.,1
49182,6156,0,This class specifies the set of parameters used for generating Diffie-Hellman (system) parameters for use in Diffie-Hellman key agreement.,1
100600,23023,0,Compares the character data stored in two different strings based on the collation rules.,1
72977,12468,0,The most extended predefined width.,1
232496,80310,0,Returns the view that represents the increase view.,1
100802,23110,7,To guarantee to obtain a positive duration call abs() on the result.,2
418441,130026,3,"Note that it is valid for both isDateBased() and isTimeBased() to return false, such as when representing a unit like 36 hours.",2
64921,8921,0,Calculates the minimum size for the specified panel.,1
3798,228,2,"In addition to standard arithmetic operations, BigInteger provides modular arithmetic, GCD calculation, primality testing, prime generation, bit manipulation, and a few other miscellaneous operations.",1
232121,80070,0,"Returns the maximum size for this component, which will be the preferred size if the instance is currently in a JTree, or 0, 0.",1
227966,77878,0,Sets the currently installed kit for handling content.,1
2189,115,1,"Related Documentation For overviews, tutorials, examples, and guides, please see: Sound",0
2188,115,0,"Supplies abstract classes for service providers to subclass when offering new audio devices, sound file readers and writers, or audio format converters.",1
7541,512,0,A class to encapsulate symbolic colors representing the color of native GUI objects on a system.,1
62267,8090,0,The Holder for WrongTransaction.,1
62268,8090,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
61956,8017,1,"For more information on Helper files, see ""Generated Files: Helper Files"".",0
61955,8017,0,The Helper for FieldName.,1
134556,36168,0,Sets the designated parameter to the given byte in the Java programming language.,1
134557,36168,1,The driver converts this to an SQL TINYINT value when it sends it to the database.,2
134558,36168,2,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
134559,36168,3,Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.,2
224284,76123,0,Returns the default locale used to initialize each JComponent's locale property upon creation.,1
232296,80197,0,If necessary paints the currently selected item.,2
10699,1007,2,"If an @Target meta-annotation is not present on an annotation type T , then an annotation of type T may be written as a modifier for any declaration except a type parameter declaration.",2
10697,1007,0,Indicates the contexts in which an annotation type is applicable.,1
100799,23110,4,The specified temporal objects must support the SECONDS unit.,2
134525,36160,0,Sets the designated parameter to the given Blob object in the Java programming language.,1
134526,36160,1,The driver converts this to an SQL BLOB value when it sends it to the database.,2
134528,36160,3,The parameter value set by this method is stored internally and will be supplied as the appropriate parameter in this RowSet object's command when the method execute is called.,2
134529,36160,4,Methods such as execute and populate must be provided in any class that extends this class and implements one or more of the standard JSR-114 RowSet interfaces.,2
134531,36160,6,"After this method has been called, a call to the method getParams will return an object array of the current command parameters, which will include the Blob object set for placeholder parameter number parameterIndex.",2
134532,36160,7,"Note that because the numbering of elements in an array starts at zero, the array element that corresponds to placeholder parameter number parameterIndex is element number parameterIndex -1.",2
391,25,14,"While methods like InetAddress.getByName(java.lang.String) are guaranteed not to return an Inet6Address when looking up host names, it is possible, by passing literals, to create such an object.",2
392,25,15,"In which case, most methods, when called with an Inet6Address will throw an Exception.",2
388,25,11,"But, in most cases, there is no need to deal directly with the subclasses, as the InetAddress abstraction should cover most of the needed functionality.",2
389,25,12,"About IPv6 Not all systems have support for the IPv6 protocol, and while the Java networking stack will attempt to detect it and use it transparently when available, it is also possible to disable its use with a system property.",2
390,25,13,"In the case where IPv6 is not available, or explicitly disabled, Inet6Address are not valid arguments for most networking operations any more.",2
72751,12405,0,Compares this ShapeGraphicAttribute to the specified Object.,1
70247,11128,0,Sets the tooltip string for this TrayIcon.,1
48938,6114,0,A suggested completion for an annotation.,1
5667,330,2,"For details, see Threads and Swing, a section in The Java Tutorial.",0
5665,330,0,Provides the class HTMLEditorKit and supporting classes for creating HTML text editors.,1
55921,7008,9,Attempting to set it to null will cause the JApplet to throw an exception.,2
70412,11188,1,"If l is null, no exception is thrown and no action is performed.",2
70411,11188,0,Removes the specified window focus listener so that it no longer receives window events from this window.,1
63082,8346,0,org/omg/PortableInterceptor/IORInterceptor_3_0Operations.java .,0
232044,80005,0,Sets the color displayed when over a floating area,1
81240,16108,0,"Constant for the ""Tifinagh"" Unicode character block.",1
72413,12219,0,Multiple master font metrics.,1
23006,2393,0,This class is the implementation of a ModelMBean.,1
134354,36121,0,A constant indicating to a RowSetReaderImpl object that a given parameter is a Unicode stream.,2
123446,31098,0,Constructor for concrete subclasses; uses the argument for the default value.,1
62135,8056,0,An IDL struct in the CORBA module that stores information about a CORBA service available in the ORB implementation and is obtained from the ORB.get_service_information method.,1
70111,11086,0,"Gets the application's or applet's EventQueue instance, without checking access.",1
70112,11086,1,"For security reasons, this can only be called from a Toolkit subclass.",2
303485,100025,0,Subclasses must call this method when they finish committing updates to notify all observers.,1
418297,130008,1,The list of TemporalUnits is defined by the implementation class.,1
418296,130008,0,Returns the list of units uniquely defining the value of this TemporalAmount.,1
123367,31045,0,Visits a RESOURCE_VARIABLE variable element by calling visitUnknown.,1
72397,12211,0,Horizontal metrics.,1
228064,77938,0,Returns the component the tooltip applies to.,1
203723,66827,0,Atomically sets the field of the given object managed by this updater to the given updated value if the current value == the expected value.,2
6864,454,0,"A flow layout arranges components in a directional flow, much like lines of text in a paragraph.",1
100807,23112,1,This instance is immutable and unaffected by this method call.,2
2757,155,0,Provides classes allowing the processing of XML documents.,1
13980,1435,0,A Policy object is responsible for determining whether code executing in the Java runtime environment has permission to perform a security-sensitive operation.,1
21954,2297,5,"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit"".",2
13981,1435,1,There is only one Policy object installed in the runtime at any given time.,2
72343,12184,0,Axis variation.,1
13982,1435,2,A Policy object can be installed by calling the setPolicy method.,2
13983,1435,3,The installed Policy object can be obtained by calling the getPolicy method.,2
418256,130000,1,This queries the date-time for the value of the specified field.,1
418255,130000,0,Gets the value of the specified field as an int.,1
418258,130000,3,"If the date-time cannot return the value, because the field is unsupported or for some other reason, an exception will be thrown.",2
418257,130000,2,The returned value will always be within the valid range of values for the field.,2
13984,1435,4,"If no Policy object has been installed in the runtime, a call to getPolicy installs an instance of the default Policy implementation (a default subclass implementation of this abstract class).",2
13985,1435,5,The default Policy implementation can be changed by setting the value of the policy.provider security property to the fully qualified name of the desired Policy subclass implementation.,2
35546,4452,4,"Thereafter, it can be used within the context of a method dispatched by the POA to obtain the POA and ObjectId that identify the object on which that operation was invoked.",1
35542,4452,0,"The PortableServer::Current interface, derived from CORBA::Current, provides method implementations with access to the identity of the object on which the method was invoked.",1
13987,1435,7,"In addition, an instance of a Policy object can be constructed by invoking one of the getInstance factory methods with a standard type.",2
232093,80046,0,Returns the renderer pane that renderer components are placed in.,1
72931,12446,5,"Since that transform is mutable and TextAttribute values must not be, the TransformAttribute wrapper class is used.",2
10707,1008,0,An agent provides an implementation of this interface in order to transform class files.,1
72926,12446,0,Attribute key for the transform of a font.,1
21650,2252,0,The kind of an element.,1
72482,12256,0,The priority level of this glyph as it is growing.,1
1394,74,0,Classes supporting the built-in JPEG plug-in.,1
62322,8110,1,"It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.",1
62321,8110,0,"Exception raised when an ORB cannot reach the interface repository, or some other failure relating to the interface repository is detected.",2
62323,8110,2,It may also contain a string describing the exception.,1
69914,11011,0,Deprecated.,2
69915,11011,1,"As of JDK version 1.1, replaced by getPreferredSize(int).",2
134136,36041,2,"When this method is called, a CachedRowSet implementation must ensure that all updates, inserts, and deletes to the current rowset instance are replaced by the previous values.",2
134137,36041,3,"In addition, the cursor should be reset to the first row and a rowSetChanged event should be fired to notify all registered listeners.",2
134134,36041,0,"Restores this CachedRowSet object to its original value, that is, its value before the last set of changes.",1
134135,36041,1,"If there have been no changes to the rowset or only one set of changes, the original value is the value with which this CachedRowSet object was populated; otherwise, the original value is the value it had immediately before its current value.",2
21742,2275,0,Utility methods for operating on program elements.,1
100809,23113,1,The comparison is based on the total length of the durations.,2
62355,8118,0,"This exception indicates that even though the operation that was invoked exists (it has an IDL definition), no implementation for that operation exists.",1
13861,1418,20,Note that this class is abstract and extends from KeyPairGeneratorSpi for historical reasons.,2
93479,20029,0,"Returns the detail message, including the message from the cause, if any, of this exception.",1
123477,31119,0,Constructor for concrete subclasses; uses the argument for the default value.,1
427303,132150,1,"Returns V the default mapped value for additions, or null if not supported",2
427302,132150,0,"Returns the default mapped value for additions, or null if additions are not supported.",1
100633,23042,0,Returns the hash code value for this SimpleDateFormat object.,1
7364,496,0,A type-safe enumeration of possible print qualities.,1
69941,11019,0,Sets the text that is presented by this text component to be the specified text.,1
1312,64,72,"If the return value is not null, the object supports this interface.",2
100606,23027,0,Transforms the string into a series of characters that can be compared with CollationKey.compareTo.,1
1319,64,79,An object that implements this interface will be returned by calling the getLink method on an AccessibleHypertext object.,2
1318,64,78,Interface AccessibleHyperlink An object that is a hyperlink should support the AccessibleHyperlink interface.,2
5103,297,2,See also the javax.rmi.CORBA package.,0
133978,36000,1,The default is false.,2
5102,297,1,"These APIs are provided for use by RMI-IIOP applications, and provide equivalent semantics when running over either IIOP or JRMP.",1
34277,4063,1,"Possible vaues: PARAM_IN - Represents an ""in"" parameter.",2
72485,12259,0,The highest justification priority.,1
224119,76046,0,Returns the first item in the list that matches the given item.,1
48213,6011,21,"Thus for example a pattern of ""%t/java%g.log"" with a count of 2 would typically cause log files to be written on Solaris to /var/tmp/java0.log and /var/tmp/java1.log whereas on Windows 95 they would be typically written to C:\TEMP\java0.log and C:\TEMP\java1.log Generation numbers follow the sequence 0, 1, 2, etc.",2
134284,36083,0,An ANSI-style JOIN providing a right outer join between two tables.,1
134285,36083,1,"In SQL, this is described where all records from the table on the right side of the JOIN statement even if the table on the left has no matching record.",2
49058,6128,1,The Cipher must be fully initialized before being used by a CipherInputStream.,2
224121,76046,2,Returns -1 if there is no selected item or if the user specified an item which is not in the list.,2
224128,76051,0,Causes the combo box to close its popup window.,1
48220,6011,28,Note that the use of unique ids to avoid conflicts is only guaranteed to work reliably when using a local disk file system.,2
69930,11016,0,Sets the number of columns in this text field.,1
232206,80126,0,"Marks the cached size as being invalid, and messages the tree with treeDidChange.",1
134455,36150,3,"When a very large ASCII value is input to a LONGVARCHAR parameter, it may be more practical to send it via a java.io.InputStream object.",2
228163,77991,0,Adds a listener for TreeWillExpand events.,1
203537,66674,0,Constructs a CancellationException with no detail message.,2
123552,31164,1,"If the name of the MBean is not specified, the MBean can provide a name for its registration.",2
123551,31164,0,Allows the MBean to perform any operations it needs before being registered in the MBean Server.,1
93464,20020,0,Compares two activation ids for content equality.,1
93465,20020,1,"Returns true if both of the following conditions are true: 1) the unique identifiers equivalent (by content), and 2) the activator specified in each identifier refers to the same remote object.",2
72263,12150,0,Invoked when a window is de-iconified.,1
65217,9042,2,"Otherwise, compArray must have at least this length and it is filled in with the components and returned.",2
65215,9042,0,"Returns a float array containing the color and alpha components of the Color, in the ColorSpace of the Color.",1
65216,9042,1,"If compArray is null, an array with length equal to the number of components in the associated ColorSpace plus one is created for the return value.",2
134454,36150,2,This method throws an SQLException object if the number of bytes read and sent to the database is not equal to length.,2
427330,132157,2,Returns int the number of elements in this collection,2
427328,132157,0,Returns the number of elements in this collection.,1
